amostra,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68
2,5.15824556350708,91.69355010986328,9.283361434936523,115.16693115234375,13.386353492736816,136.83352661132812,17.7200927734375,158.12159729003906,27.411401748657227,178.03009033203125,45.00971984863281,193.6092529296875,67.46247100830078,205.43284606933594,89.3043441772461,217.16148376464844,112.32766723632812,221.51829528808594,136.34933471679688,217.56668090820312,160.96786499023438,206.99090576171875,185.575439453125,195.1278076171875,204.90663146972656,178.8931427001953,215.07400512695312,157.84893798828125,218.90309143066406,134.06832885742188,221.589599609375,110.49313354492188,224.2680206298828,85.16072845458984,15.511505126953125,92.00125122070312,30.04189682006836,83.04277801513672,47.86354064941406,81.99156951904297,65.9142074584961,83.5003433227539,83.28422546386719,88.91806030273438,120.86640167236328,89.0234375,139.71324157714844,81.8527603149414,159.74655151367188,79.36711883544922,179.9286651611328,81.87794494628906,198.4652099609375,88.4972915649414,102.83810424804688,104.55340576171875,102.93260192871094,117.56929016113281,102.76315307617188,130.24119567871094,102.77595520019531,143.2379913330078,83.27375793457031,152.18690490722656,93.56771087646484,154.8419952392578,104.4296646118164,157.7905731201172,116.19159698486328,154.41062927246094,127.63982391357422,152.03265380859375,41.521209716796875,103.25492095947266,53.99583435058594,99.85440063476562,66.20592498779297,99.8774185180664,78.28240203857422,106.47087860107422,65.36079406738281,106.24201202392578,53.11237335205078,105.5625991821289,133.568115234375,106.23014068603516,145.66578674316406,99.16827392578125,158.2384490966797,99.19575500488281,172.47544860839844,101.73851776123047,158.87879943847656,104.46348571777344,146.42282104492188,105.66258239746094,64.3349838256836,169.70103454589844,81.14363861083984,168.11355590820312,95.87422943115234,167.32369995117188,106.3494873046875,169.14671325683594,116.89057922363281,166.85960388183594,135.14669799804688,167.422119140625,155.6017303466797,167.23985290527344,135.97621154785156,179.68948364257812,118.82878112792969,185.02952575683594,107.36595916748047,185.89991760253906,96.3228759765625,184.98048400878906,81.67853546142578,179.76072692871094,70.19750213623047,171.40582275390625,96.05379486083984,174.32972717285156,106.7854995727539,175.2619171142578,117.75343322753906,174.03713989257812,149.5027618408203,168.72018432617188,117.6466064453125,175.16075134277344,106.73522186279297,175.65646362304688,95.98322296142578,174.99217224121094
3,24.654735565185547,123.90316772460938,30.960390090942383,144.76007080078125,37.45652770996094,163.7450714111328,44.496150970458984,182.01211547851562,56.75171661376953,198.1669464111328,75.94801330566406,209.53936767578125,98.0315933227539,216.96917724609375,119.51290893554688,223.5791015625,140.8766326904297,224.04342651367188,160.00941467285156,218.40554809570312,176.82659912109375,206.81007385253906,193.90724182128906,194.85858154296875,207.11563110351562,179.18267822265625,213.17288208007812,160.01885986328125,214.0447540283203,140.0211639404297,214.03607177734375,119.54081726074219,213.4783172607422,98.15162658691406,35.54064178466797,116.24283599853516,49.086143493652344,106.85130310058594,66.92692565917969,104.3038330078125,85.07474517822266,105.44763946533203,103.25792694091797,108.73957061767578,130.05386352539062,106.10478973388672,145.56124877929688,98.96540832519531,163.03738403320312,94.85115051269531,180.7969970703125,94.80094909667969,197.6274871826172,98.73045349121094,118.90626525878906,118.76239776611328,121.08287048339844,130.248779296875,123.40203857421875,141.71275329589844,125.74468231201172,153.17904663085938,108.36060333251953,164.21556091308594,117.79072570800781,164.6753692626953,127.77973175048828,165.62088012695312,137.50537109375,162.3151397705078,146.59185791015625,159.1819305419922,59.263465881347656,123.1117935180664,70.8412857055664,117.29644012451172,82.99674987792969,115.9300308227539,95.24905395507812,122.8932113647461,83.29037475585938,124.99839782714844,71.05777740478516,125.81895446777344,144.02537536621094,118.35975646972656,153.71189880371094,109.04060363769531,166.1370849609375,107.54907989501953,179.00685119628906,110.29560852050781,168.2220001220703,115.52546691894531,156.16233825683594,117.6856918334961,88.16638946533203,182.18450927734375,105.1103286743164,179.260986328125,120.5943832397461,176.21238708496094,130.56417846679688,176.86325073242188,139.7777557373047,173.6827850341797,155.7816925048828,173.03343200683594,172.3592987060547,172.4125518798828,158.9296875,187.19827270507812,144.51194763183594,195.6395721435547,134.45748901367188,197.72511291503906,123.98462677001953,198.23974609375,107.23344421386719,193.81687927246094,93.90457153320312,183.41404724121094,121.1583023071289,181.296875,131.22067260742188,181.09469604492188,140.79783630371094,178.8236846923828,166.89361572265625,174.5482177734375,142.32191467285156,186.4390869140625,132.7574462890625,188.10755920410156,122.52197265625,188.5594482421875
5,14.23093032836914,107.65816497802734,17.19623565673828,128.9783935546875,20.51092529296875,148.5184783935547,23.143877029418945,168.86489868164062,30.18696403503418,188.6034698486328,45.825828552246094,202.96380615234375,67.270751953125,213.21604919433594,89.71707916259766,222.23252868652344,112.7077407836914,225.33287048339844,134.94287109375,222.74537658691406,156.50074768066406,215.16329956054688,177.26126098632812,205.55201721191406,190.90614318847656,191.37600708007812,197.1962890625,172.4559326171875,200.30601501464844,152.1094512939453,202.4127655029297,132.64361572265625,203.8581085205078,111.29088592529297,29.280776977539062,103.2233657836914,42.670684814453125,94.9867172241211,60.20596694946289,92.67521667480469,77.92608642578125,94.58553314208984,95.85606384277344,98.61316680908203,128.45260620117188,98.18157196044922,145.15777587890625,93.85250091552734,162.3324737548828,92.36659240722656,178.6161346435547,95.9399185180664,191.71298217773438,103.64240264892578,111.28839111328125,112.60002136230469,111.19339752197266,123.63592529296875,111.18859100341797,134.48536682128906,111.20271301269531,145.63851928710938,91.53936767578125,157.46665954589844,101.29995727539062,159.24237060546875,111.02909088134766,161.3092498779297,120.7917709350586,159.83872985839844,130.3769073486328,158.70919799804688,52.06003952026367,113.1696548461914,63.88156509399414,110.07362365722656,74.86846923828125,109.51277160644531,85.86876678466797,115.3861083984375,74.60014343261719,114.93376159667969,63.6284294128418,114.63421630859375,137.01513671875,116.05712890625,147.94805908203125,110.41841125488281,158.8330535888672,111.03368377685547,170.056640625,114.30805969238281,158.96568298339844,115.71463775634766,148.23182678222656,115.96106719970703,71.21759033203125,178.4383544921875,88.4553451538086,177.21383666992188,103.24594116210938,176.30921936035156,111.92110443115234,178.22418212890625,120.83049774169922,176.5377197265625,134.6949462890625,178.2341766357422,151.6313018798828,180.2829132080078,135.05120849609375,185.10797119140625,121.23220825195312,186.6352081298828,112.01476287841797,187.08657836914062,102.97883605957031,185.90103149414062,88.37393188476562,183.71592712402344,76.44918823242188,178.7946319580078,103.15032196044922,181.0174560546875,112.07701873779297,182.07264709472656,121.01172637939453,181.3482208251953,146.16094970703125,180.44541931152344,120.89674377441406,181.78219604492188,111.98336029052734,181.6787109375,103.13339233398438,181.1751708984375
6,16.315168380737305,105.42542266845703,19.2581844329834,124.81177520751953,24.85384750366211,144.73016357421875,32.49659729003906,163.97897338867188,41.32027816772461,181.64486694335938,53.469661712646484,196.8806610107422,71.09956359863281,207.3788604736328,89.83305358886719,216.16458129882812,111.24769592285156,217.23179626464844,133.36001586914062,212.7823028564453,157.1642303466797,204.03797912597656,181.93031311035156,192.94366455078125,199.5898895263672,176.14657592773438,209.51773071289062,153.74224853515625,214.05223083496094,129.32373046875,215.94004821777344,104.6471176147461,216.88299560546875,79.9230728149414,17.110082626342773,76.41189575195312,25.9075870513916,63.06193923950195,41.41407775878906,58.06317138671875,58.45218276977539,58.37849426269531,74.2905502319336,63.153804779052734,97.76054382324219,56.733036041259766,118.45692443847656,47.572872161865234,141.3453369140625,43.552982330322266,163.83856201171875,46.68427276611328,181.55758666992188,57.50893783569336,87.789794921875,78.19290924072266,87.28546905517578,88.48970794677734,86.65218353271484,98.37716674804688,85.94010925292969,109.15190124511719,76.42040252685547,129.60223388671875,84.46241760253906,130.76034545898438,92.23291015625,130.89437866210938,101.69095611572266,128.4755096435547,110.6366195678711,126.39608001708984,36.887237548828125,93.71199798583984,45.209049224853516,86.9642105102539,56.9040412902832,85.3749008178711,69.70990753173828,89.57835388183594,58.32210922241211,94.34268951416016,46.340606689453125,96.29865264892578,118.77058410644531,82.345458984375,129.09063720703125,74.39075469970703,142.1280975341797,73.97584533691406,156.146728515625,77.26609802246094,143.8549041748047,82.21316528320312,130.6800537109375,83.85475158691406,68.67123413085938,165.547119140625,77.65754699707031,153.23179626464844,87.69198608398438,145.96847534179688,95.30443572998047,146.81053161621094,103.3951644897461,143.8384552001953,119.48886108398438,148.5843048095703,139.78993225097656,155.63507080078125,123.13323974609375,167.54925537109375,109.15243530273438,172.19776916503906,100.13050842285156,173.74085998535156,91.81269836425781,173.924560546875,81.15860748291016,173.10914611816406,75.10186004638672,164.31764221191406,88.98619842529297,154.9650115966797,96.60212707519531,154.4768524169922,105.06468200683594,153.02182006835938,132.81005859375,156.148681640625,106.45417022705078,160.06881713867188,97.79330444335938,161.4345703125,90.06600189208984,161.685791015625
7,6.2723517417907715,115.80952453613281,9.523764610290527,133.44358825683594,13.856191635131836,150.30575561523438,18.9342098236084,167.146240234375,25.37252426147461,185.0352325439453,36.83163070678711,200.43280029296875,52.823368072509766,212.25225830078125,70.87767028808594,221.74717712402344,92.50486755371094,223.54136657714844,115.5804443359375,220.81642150878906,137.94992065429688,213.74375915527344,159.05384826660156,202.1814727783203,174.22071838378906,186.8340301513672,182.74966430664062,166.63095092773438,186.1483154296875,143.82875061035156,187.0841522216797,120.49518585205078,188.27517700195312,95.90982818603516,5.9856977462768555,95.91414642333984,14.007205963134766,83.89825439453125,29.978601455688477,80.31399536132812,47.0378303527832,81.82952117919922,64.0125732421875,85.36068725585938,85.03141784667969,80.25605010986328,103.50869750976562,71.3130874633789,124.22200012207031,67.73556518554688,144.8213653564453,70.63671875,162.56976318359375,79.36768341064453,75.21678161621094,98.56222534179688,74.66777038574219,110.49510192871094,73.73355102539062,122.4238510131836,72.80277252197266,134.77345275878906,59.36429214477539,148.9323272705078,68.56815338134766,151.33328247070312,78.02825927734375,152.94769287109375,88.67965698242188,149.7770233154297,99.22257232666016,147.13485717773438,24.556806564331055,107.9303207397461,34.09280014038086,100.81964874267578,46.60002517700195,99.64970397949219,58.608306884765625,107.39612579345703,47.322792053222656,110.26953125,34.66889572143555,111.3344497680664,105.65487670898438,101.69522094726562,117.1319351196289,92.24687957763672,130.17591857910156,91.67639923095703,142.7106475830078,96.54815673828125,131.7676544189453,101.3261947631836,118.77766418457031,102.6062240600586,51.82368087768555,179.21380615234375,61.39659881591797,171.04864501953125,71.6910171508789,166.7959747314453,79.93457794189453,168.2550048828125,89.17242431640625,165.80531311035156,104.11592864990234,169.4223175048828,122.82835388183594,175.1606903076172,105.25810241699219,180.95167541503906,91.80040740966797,184.01382446289062,81.8305435180664,185.2108612060547,73.2951431274414,184.7791748046875,63.004981994628906,182.77296447753906,56.97499084472656,178.69056701660156,72.44673919677734,174.1186981201172,80.84931182861328,174.602294921875,90.32501983642578,173.1251220703125,116.48094940185547,175.23497009277344,90.28498077392578,174.68756103515625,80.77429962158203,175.8610076904297,72.47523498535156,175.3495330810547
8,36.83043670654297,81.3227767944336,37.545135498046875,104.28087615966797,39.91595458984375,126.0518569946289,45.672019958496094,146.4310302734375,56.86377716064453,163.0624237060547,71.22898864746094,175.8025665283203,86.04801940917969,186.38902282714844,100.78627014160156,194.83248901367188,114.17070007324219,197.45108032226562,126.55239868164062,194.61029052734375,137.7744903564453,184.9941864013672,149.13816833496094,173.59715270996094,160.20654296875,160.16831970214844,168.1924285888672,144.52487182617188,172.7289276123047,126.02349853515625,175.71255493164062,106.57196807861328,176.4925079345703,85.6868667602539,59.55343246459961,71.00650787353516,70.68348693847656,64.8246841430664,83.75794219970703,64.795654296875,95.66948699951172,68.42202758789062,106.07843780517578,74.56427001953125,130.88873291015625,77.38639068603516,139.17381286621094,71.88920593261719,149.5543975830078,68.5413818359375,160.29742431640625,68.72103881835938,167.3425750732422,75.85836791992188,118.58667755126953,93.66803741455078,119.01060485839844,106.20308685302734,119.5014419555664,118.60179138183594,120.08689880371094,130.97299194335938,102.5802993774414,137.94552612304688,109.99751281738281,140.49087524414062,117.89425659179688,142.57054138183594,125.18862915039062,140.78518676757812,132.1529998779297,138.0663604736328,72.43012237548828,89.4633560180664,80.58778381347656,84.45689392089844,89.76102447509766,85.12541961669922,97.01521301269531,93.96540069580078,88.63568115234375,94.16741180419922,79.310302734375,93.25881958007812,134.5244903564453,95.68246459960938,141.57684326171875,87.87637329101562,150.49490356445312,87.55896759033203,157.6499481201172,92.90093994140625,151.28611755371094,96.27400970458984,142.41403198242188,96.4716567993164,86.70817565917969,154.88844299316406,99.13662719726562,154.0092315673828,110.7219009399414,152.86134338378906,116.73727416992188,154.729736328125,122.30814361572266,153.08692932128906,131.22991943359375,154.72128295898438,139.6812744140625,156.85482788085938,131.17755126953125,171.47830200195312,122.6688461303711,177.18812561035156,116.51073455810547,177.95851135253906,109.7906723022461,177.11923217773438,98.84197235107422,170.75924682617188,91.29139709472656,156.49246215820312,110.44684600830078,158.32766723632812,116.58024597167969,159.0668487548828,122.07836151123047,158.57147216796875,135.92166137695312,157.908447265625,122.45259094238281,165.9110565185547,116.79340362548828,166.5899658203125,110.54081726074219,165.78985595703125
2,5.15824556350708,91.69355010986328,9.283361434936523,115.16693115234375,13.386353492736816,136.83352661132812,17.7200927734375,158.12159729003906,27.411401748657227,178.03009033203125,45.00971984863281,193.6092529296875,67.46247100830078,205.43284606933594,89.3043441772461,217.16148376464844,112.32766723632812,221.51829528808594,136.34933471679688,217.56668090820312,160.96786499023438,206.99090576171875,185.575439453125,195.1278076171875,204.90663146972656,178.8931427001953,215.07400512695312,157.84893798828125,218.90309143066406,134.06832885742188,221.589599609375,110.49313354492188,224.2680206298828,85.16072845458984,15.511505126953125,92.00125122070312,30.04189682006836,83.04277801513672,47.86354064941406,81.99156951904297,65.9142074584961,83.5003433227539,83.28422546386719,88.91806030273438,120.86640167236328,89.0234375,139.71324157714844,81.8527603149414,159.74655151367188,79.36711883544922,179.9286651611328,81.87794494628906,198.4652099609375,88.4972915649414,102.83810424804688,104.55340576171875,102.93260192871094,117.56929016113281,102.76315307617188,130.24119567871094,102.77595520019531,143.2379913330078,83.27375793457031,152.18690490722656,93.56771087646484,154.8419952392578,104.4296646118164,157.7905731201172,116.19159698486328,154.41062927246094,127.63982391357422,152.03265380859375,41.521209716796875,103.25492095947266,53.99583435058594,99.85440063476562,66.20592498779297,99.8774185180664,78.28240203857422,106.47087860107422,65.36079406738281,106.24201202392578,53.11237335205078,105.5625991821289,133.568115234375,106.23014068603516,145.66578674316406,99.16827392578125,158.2384490966797,99.19575500488281,172.47544860839844,101.73851776123047,158.87879943847656,104.46348571777344,146.42282104492188,105.66258239746094,64.3349838256836,169.70103454589844,81.14363861083984,168.11355590820312,95.87422943115234,167.32369995117188,106.3494873046875,169.14671325683594,116.89057922363281,166.85960388183594,135.14669799804688,167.422119140625,155.6017303466797,167.23985290527344,135.97621154785156,179.68948364257812,118.82878112792969,185.02952575683594,107.36595916748047,185.89991760253906,96.3228759765625,184.98048400878906,81.67853546142578,179.76072692871094,70.19750213623047,171.40582275390625,96.05379486083984,174.32972717285156,106.7854995727539,175.2619171142578,117.75343322753906,174.03713989257812,149.5027618408203,168.72018432617188,117.6466064453125,175.16075134277344,106.73522186279297,175.65646362304688,95.98322296142578,174.99217224121094
3,24.654735565185547,123.90316772460938,30.960390090942383,144.76007080078125,37.45652770996094,163.7450714111328,44.496150970458984,182.01211547851562,56.75171661376953,198.1669464111328,75.94801330566406,209.53936767578125,98.0315933227539,216.96917724609375,119.51290893554688,223.5791015625,140.8766326904297,224.04342651367188,160.00941467285156,218.40554809570312,176.82659912109375,206.81007385253906,193.90724182128906,194.85858154296875,207.11563110351562,179.18267822265625,213.17288208007812,160.01885986328125,214.0447540283203,140.0211639404297,214.03607177734375,119.54081726074219,213.4783172607422,98.15162658691406,35.54064178466797,116.24283599853516,49.086143493652344,106.85130310058594,66.92692565917969,104.3038330078125,85.07474517822266,105.44763946533203,103.25792694091797,108.73957061767578,130.05386352539062,106.10478973388672,145.56124877929688,98.96540832519531,163.03738403320312,94.85115051269531,180.7969970703125,94.80094909667969,197.6274871826172,98.73045349121094,118.90626525878906,118.76239776611328,121.08287048339844,130.248779296875,123.40203857421875,141.71275329589844,125.74468231201172,153.17904663085938,108.36060333251953,164.21556091308594,117.79072570800781,164.6753692626953,127.77973175048828,165.62088012695312,137.50537109375,162.3151397705078,146.59185791015625,159.1819305419922,59.263465881347656,123.1117935180664,70.8412857055664,117.29644012451172,82.99674987792969,115.9300308227539,95.24905395507812,122.8932113647461,83.29037475585938,124.99839782714844,71.05777740478516,125.81895446777344,144.02537536621094,118.35975646972656,153.71189880371094,109.04060363769531,166.1370849609375,107.54907989501953,179.00685119628906,110.29560852050781,168.2220001220703,115.52546691894531,156.16233825683594,117.6856918334961,88.16638946533203,182.18450927734375,105.1103286743164,179.260986328125,120.5943832397461,176.21238708496094,130.56417846679688,176.86325073242188,139.7777557373047,173.6827850341797,155.7816925048828,173.03343200683594,172.3592987060547,172.4125518798828,158.9296875,187.19827270507812,144.51194763183594,195.6395721435547,134.45748901367188,197.72511291503906,123.98462677001953,198.23974609375,107.23344421386719,193.81687927246094,93.90457153320312,183.41404724121094,121.1583023071289,181.296875,131.22067260742188,181.09469604492188,140.79783630371094,178.8236846923828,166.89361572265625,174.5482177734375,142.32191467285156,186.4390869140625,132.7574462890625,188.10755920410156,122.52197265625,188.5594482421875
5,14.23093032836914,107.65816497802734,17.19623565673828,128.9783935546875,20.51092529296875,148.5184783935547,23.143877029418945,168.86489868164062,30.18696403503418,188.6034698486328,45.825828552246094,202.96380615234375,67.270751953125,213.21604919433594,89.71707916259766,222.23252868652344,112.7077407836914,225.33287048339844,134.94287109375,222.74537658691406,156.50074768066406,215.16329956054688,177.26126098632812,205.55201721191406,190.90614318847656,191.37600708007812,197.1962890625,172.4559326171875,200.30601501464844,152.1094512939453,202.4127655029297,132.64361572265625,203.8581085205078,111.29088592529297,29.280776977539062,103.2233657836914,42.670684814453125,94.9867172241211,60.20596694946289,92.67521667480469,77.92608642578125,94.58553314208984,95.85606384277344,98.61316680908203,128.45260620117188,98.18157196044922,145.15777587890625,93.85250091552734,162.3324737548828,92.36659240722656,178.6161346435547,95.9399185180664,191.71298217773438,103.64240264892578,111.28839111328125,112.60002136230469,111.19339752197266,123.63592529296875,111.18859100341797,134.48536682128906,111.20271301269531,145.63851928710938,91.53936767578125,157.46665954589844,101.29995727539062,159.24237060546875,111.02909088134766,161.3092498779297,120.7917709350586,159.83872985839844,130.3769073486328,158.70919799804688,52.06003952026367,113.1696548461914,63.88156509399414,110.07362365722656,74.86846923828125,109.51277160644531,85.86876678466797,115.3861083984375,74.60014343261719,114.93376159667969,63.6284294128418,114.63421630859375,137.01513671875,116.05712890625,147.94805908203125,110.41841125488281,158.8330535888672,111.03368377685547,170.056640625,114.30805969238281,158.96568298339844,115.71463775634766,148.23182678222656,115.96106719970703,71.21759033203125,178.4383544921875,88.4553451538086,177.21383666992188,103.24594116210938,176.30921936035156,111.92110443115234,178.22418212890625,120.83049774169922,176.5377197265625,134.6949462890625,178.2341766357422,151.6313018798828,180.2829132080078,135.05120849609375,185.10797119140625,121.23220825195312,186.6352081298828,112.01476287841797,187.08657836914062,102.97883605957031,185.90103149414062,88.37393188476562,183.71592712402344,76.44918823242188,178.7946319580078,103.15032196044922,181.0174560546875,112.07701873779297,182.07264709472656,121.01172637939453,181.3482208251953,146.16094970703125,180.44541931152344,120.89674377441406,181.78219604492188,111.98336029052734,181.6787109375,103.13339233398438,181.1751708984375
6,16.315168380737305,105.42542266845703,19.2581844329834,124.81177520751953,24.85384750366211,144.73016357421875,32.49659729003906,163.97897338867188,41.32027816772461,181.64486694335938,53.469661712646484,196.8806610107422,71.09956359863281,207.3788604736328,89.83305358886719,216.16458129882812,111.24769592285156,217.23179626464844,133.36001586914062,212.7823028564453,157.1642303466797,204.03797912597656,181.93031311035156,192.94366455078125,199.5898895263672,176.14657592773438,209.51773071289062,153.74224853515625,214.05223083496094,129.32373046875,215.94004821777344,104.6471176147461,216.88299560546875,79.9230728149414,17.110082626342773,76.41189575195312,25.9075870513916,63.06193923950195,41.41407775878906,58.06317138671875,58.45218276977539,58.37849426269531,74.2905502319336,63.153804779052734,97.76054382324219,56.733036041259766,118.45692443847656,47.572872161865234,141.3453369140625,43.552982330322266,163.83856201171875,46.68427276611328,181.55758666992188,57.50893783569336,87.789794921875,78.19290924072266,87.28546905517578,88.48970794677734,86.65218353271484,98.37716674804688,85.94010925292969,109.15190124511719,76.42040252685547,129.60223388671875,84.46241760253906,130.76034545898438,92.23291015625,130.89437866210938,101.69095611572266,128.4755096435547,110.6366195678711,126.39608001708984,36.887237548828125,93.71199798583984,45.209049224853516,86.9642105102539,56.9040412902832,85.3749008178711,69.70990753173828,89.57835388183594,58.32210922241211,94.34268951416016,46.340606689453125,96.29865264892578,118.77058410644531,82.345458984375,129.09063720703125,74.39075469970703,142.1280975341797,73.97584533691406,156.146728515625,77.26609802246094,143.8549041748047,82.21316528320312,130.6800537109375,83.85475158691406,68.67123413085938,165.547119140625,77.65754699707031,153.23179626464844,87.69198608398438,145.96847534179688,95.30443572998047,146.81053161621094,103.3951644897461,143.8384552001953,119.48886108398438,148.5843048095703,139.78993225097656,155.63507080078125,123.13323974609375,167.54925537109375,109.15243530273438,172.19776916503906,100.13050842285156,173.74085998535156,91.81269836425781,173.924560546875,81.15860748291016,173.10914611816406,75.10186004638672,164.31764221191406,88.98619842529297,154.9650115966797,96.60212707519531,154.4768524169922,105.06468200683594,153.02182006835938,132.81005859375,156.148681640625,106.45417022705078,160.06881713867188,97.79330444335938,161.4345703125,90.06600189208984,161.685791015625
